id,Date,Code,Close,Highest,Lowest,Open,Volume
41,2013-11-22,'000333,46.58,46.85,45.66,45.85,4428863
42,2013-11-25,'000333,45.96,46.31,45.58,45.83,6320252
43,2013-11-26,'000333,47.19,47.2,45.7,45.91,7858305
44,2013-11-27,'000333,46.59,47.29,46.25,47.2,5417393
45,2013-11-28,'000333,47.67,47.97,46.6,46.6,7237994
46,2013-11-29,'000333,47.91,48.0,47.28,47.52,5125945
47,2013-12-02,'000333,46.13,47.19,46.03,47.02,6513376
48,2013-12-03,'000333,47.02,47.09,46.0,46.0,5606801
49,2013-12-04,'000333,47.94,48.4,46.8,47.0,5726006
50,2013-12-05,'000333,48.54,48.88,47.89,48.06,5473742
51,2013-12-06,'000333,48.4,48.63,47.73,48.59,3844333
52,2013-12-09,'000333,48.49,48.97,47.95,48.45,4707669
53,2013-12-10,'000333,49.68,50.47,48.8,48.8,10813891
54,2013-12-11,'000333,48.38,50.0,47.84,49.45,6295245
55,2013-12-12,'000333,49.31,49.49,47.68,48.2,4568478
56,2013-12-13,'000333,50.15,50.9,48.42,48.51,10987469
57,2013-12-16,'000333,49.91,51.5,49.8,50.14,9577462
58,2013-12-17,'000333,49.0,50.1,48.92,49.96,6405805
59,2013-12-18,'000333,50.49,50.5,48.5,48.98,6406127
60,2013-12-19,'000333,49.89,51.38,49.89,50.75,6346406
61,2013-12-20,'000333,51.78,52.0,49.41,49.6,20368231
62,2013-12-23,'000333,50.35,51.7,50.01,51.2,7054117
63,2013-12-24,'000333,50.81,51.17,49.77,50.8,6575973
64,2013-12-25,'000333,50.4,51.12,50.14,51.0,4262422
65,2013-12-26,'000333,48.45,50.2,47.58,50.16,10590937
66,2013-12-27,'000333,49.78,50.3,47.82,48.0,7452613
67,2013-12-30,'000333,49.5,50.54,49.41,49.78,4380030
68,2013-12-31,'000333,50.0,50.1,48.26,49.41,5985944
69,2014-01-02,'000333,48.92,49.82,48.6,49.4,3946290
70,2014-01-03,'000333,48.07,48.8,47.11,48.4,7584577
71,2014-01-06,'000333,46.61,47.98,46.36,47.88,5992569
72,2014-01-07,'000333,46.46,47.18,46.2,46.2,3440935
73,2014-01-08,'000333,0.0,0.0,0.0,0.0,0
74,2014-01-09,'000333,0.0,0.0,0.0,0.0,0
75,2014-01-10,'000333,0.0,0.0,0.0,0.0,0
76,2014-01-13,'000333,46.5,48.5,45.8,46.0,7394698
77,2014-01-14,'000333,48.01,48.06,46.33,46.5,5011533
78,2014-01-15,'000333,48.4,49.05,47.51,47.7,4306796
79,2014-01-16,'000333,48.32,49.04,47.81,48.39,4245118
80,2014-01-17,'000333,46.9,48.32,46.67,48.05,4019015
81,2014-01-20,'000333,47.51,47.84,46.51,46.89,3816813
82,2014-01-21,'000333,47.0,47.8,46.78,47.5,4335520
83,2014-01-22,'000333,47.76,47.97,46.85,47.05,4317868
84,2014-01-23,'000333,48.38,49.13,47.32,47.73,5500074
85,2014-01-24,'000333,48.61,49.26,47.8,48.38,5036662
86,2014-01-27,'000333,47.36,48.35,47.15,48.31,5422290
87,2014-01-28,'000333,47.91,48.28,47.3,47.83,3708992
88,2014-01-29,'000333,47.79,48.37,47.5,48.25,4006927
89,2014-01-30,'000333,46.86,47.9,46.51,47.88,5455584
90,2014-02-07,'000333,45.71,46.41,44.9,46.41,9233260
91,2014-02-10,'000333,46.55,47.0,45.4,45.69,7058080
92,2014-02-11,'000333,45.95,46.52,45.5,46.52,6658013
93,2014-02-12,'000333,46.75,47.19,45.66,46.0,6370454
94,2014-02-13,'000333,46.15,46.81,45.7,46.81,6856965
95,2014-02-14,'000333,46.29,46.53,45.81,45.89,3965343
96,2014-02-17,'000333,46.5,46.58,46.0,46.35,5650256
97,2014-02-18,'000333,45.99,46.39,45.66,46.39,4122529
98,2014-02-19,'000333,46.08,46.38,45.5,46.0,4387068
99,2014-02-20,'000333,44.91,46.17,44.7,46.06,8485159
100,2014-02-21,'000333,44.7,45.25,44.48,44.95,4792501
101,2014-02-24,'000333,41.92,44.6,40.3,44.5,13622311
102,2014-02-25,'000333,40.34,41.8,40.28,41.8,15201359
103,2014-02-26,'000333,39.26,40.19,39.0,40.09,11431274
104,2014-02-27,'000333,38.16,39.59,37.74,39.43,14095849
105,2014-02-28,'000333,38.94,38.95,37.78,38.2,7978905
106,2014-03-03,'000333,39.92,40.3,38.5,38.5,6523906
107,2014-03-04,'000333,38.88,39.59,38.45,39.59,5829695
108,2014-03-05,'000333,38.8,39.6,38.55,39.0,4445050
109,2014-03-06,'000333,40.65,41.01,38.61,38.8,11662673
110,2014-03-07,'000333,40.49,41.34,40.32,40.69,5513560
111,2014-03-10,'000333,40.64,41.9,39.75,40.0,10274375
112,2014-03-11,'000333,41.76,42.66,41.05,41.05,10879544
113,2014-03-12,'000333,42.07,42.45,41.36,42.25,6409232
114,2014-03-13,'000333,41.8,42.36,41.35,42.13,4887819
115,2014-03-14,'000333,41.8,42.28,41.01,41.77,4250563
116,2014-03-17,'000333,43.0,43.05,41.43,41.9,7580905
117,2014-03-18,'000333,42.11,43.8,42.07,43.69,7197754
118,2014-03-19,'000333,41.04,42.0,40.5,41.88,5273720
119,2014-03-20,'000333,39.79,41.65,39.55,41.04,7425367
120,2014-03-21,'000333,40.85,41.05,39.78,39.79,4279616
121,2014-03-24,'000333,41.16,41.36,40.33,40.57,4198265
122,2014-03-25,'000333,41.44,42.04,40.7,40.98,4006743
123,2014-03-26,'000333,42.28,42.5,41.41,41.41,4138661
124,2014-03-27,'000333,42.12,42.44,41.75,42.28,4038076
125,2014-03-28,'000333,42.85,43.5,42.21,42.21,7861031
126,2014-03-31,'000333,45.08,47.14,44.79,47.14,32394664
127,2014-04-01,'000333,47.02,47.43,44.29,45.08,24292441
128,2014-04-02,'000333,46.31,47.85,46.2,47.16,16536316
129,2014-04-03,'000333,46.1,47.47,45.36,46.5,17307908
130,2014-04-04,'000333,46.01,46.36,45.03,45.68,12139030
131,2014-04-08,'000333,46.75,47.01,45.42,45.9,15452763
132,2014-04-09,'000333,46.84,47.44,46.52,47.0,13011942
133,2014-04-10,'000333,46.59,47.05,46.02,47.02,13733126
134,2014-04-11,'000333,47.9,48.26,46.61,46.69,21234877
135,2014-04-14,'000333,47.34,47.95,47.11,47.75,10648103
136,2014-04-15,'000333,45.9,47.46,45.8,47.46,12848818
137,2014-04-16,'000333,46.16,46.18,45.6,45.6,6653570
138,2014-04-17,'000333,46.34,46.86,46.2,46.21,6163692
139,2014-04-18,'000333,46.7,46.85,45.7,46.1,5463762
140,2014-04-21,'000333,46.0,46.65,45.89,46.2,6780069
141,2014-04-22,'000333,45.15,46.16,44.13,45.9,11551874
142,2014-04-23,'000333,46.1,46.9,45.72,45.81,10679217
143,2014-04-24,'000333,47.17,47.27,45.52,45.99,11668019
144,2014-04-25,'000333,47.01,47.57,46.75,47.39,9257239
145,2014-04-28,'000333,46.44,47.23,44.99,47.0,9554304
146,2014-04-29,'000333,46.99,47.89,45.89,46.7,18898228
147,2014-04-30,'000333,17.27,17.89,17.14,17.88,27266615
148,2014-05-05,'000333,17.55,17.69,16.81,17.23,21753274
149,2014-05-06,'000333,17.15,17.6,17.05,17.4,16311170
150,2014-05-07,'000333,16.7,17.06,16.68,17.05,19678369
151,2014-05-08,'000333,16.84,17.2,16.51,16.68,18181371
152,2014-05-09,'000333,17.13,17.19,16.67,16.8,15784010
153,2014-05-12,'000333,0.0,0.0,0.0,0.0,0
154,2014-05-13,'000333,17.2,17.6,17.12,17.34,17418500
155,2014-05-14,'000333,17.28,17.41,17.04,17.15,11312073
156,2014-05-15,'000333,17.01,17.21,16.93,17.11,14727148
157,2014-05-16,'000333,17.1,17.15,16.91,16.95,7755588
158,2014-05-19,'000333,16.61,16.95,16.51,16.8,13631941
159,2014-05-20,'000333,16.59,16.98,16.42,16.75,10190460
160,2014-05-21,'000333,16.57,16.64,16.31,16.47,8026694
161,2014-05-22,'000333,16.76,16.98,16.54,16.58,13124680
162,2014-05-23,'000333,16.9,16.98,16.71,16.72,6367841
163,2014-05-26,'000333,17.0,17.21,16.82,16.99,11055121
164,2014-05-27,'000333,16.94,17.13,16.91,17.03,8770007
165,2014-05-28,'000333,17.33,17.41,16.8,16.94,18277634
166,2014-05-29,'000333,17.32,17.59,17.26,17.26,13825024
167,2014-05-30,'000333,17.42,17.55,17.32,17.33,10916008
168,2014-06-03,'000333,17.63,17.85,17.46,17.47,11990267
169,2014-06-04,'000333,17.32,17.69,17.2,17.66,9268427
170,2014-06-05,'000333,17.49,17.59,17.19,17.31,8846945
171,2014-06-06,'000333,17.5,17.68,17.39,17.48,7765464
172,2014-06-09,'000333,17.57,17.85,17.38,17.66,11145844
173,2014-06-10,'000333,18.26,18.37,17.62,17.62,33065042
174,2014-06-11,'000333,18.34,18.41,18.03,18.2,19235725
175,2014-06-12,'000333,18.43,18.56,18.12,18.3,18973154
176,2014-06-13,'000333,19.07,19.29,18.5,18.5,29482903
177,2014-06-16,'000333,19.09,19.27,18.88,19.08,22383940
178,2014-06-17,'000333,18.53,19.09,18.45,19.09,22029781
179,2014-06-18,'000333,18.33,18.65,18.21,18.5,12794076
180,2014-06-19,'000333,18.48,18.54,18.07,18.33,15163221
181,2014-06-20,'000333,18.37,18.5,18.21,18.4,14334880
182,2014-06-23,'000333,18.0,18.47,17.98,18.43,18846585
183,2014-06-24,'000333,18.27,18.32,17.82,18.03,11460184
184,2014-06-25,'000333,18.28,18.32,18.01,18.29,11074109
185,2014-06-26,'000333,18.67,18.76,18.2,18.28,12718902
186,2014-06-27,'000333,19.2,19.26,18.61,18.68,22721156
187,2014-06-30,'000333,19.32,19.76,19.16,19.21,21897483
188,2014-07-01,'000333,18.89,19.29,18.77,19.29,20460096
189,2014-07-02,'000333,19.3,19.38,18.9,18.91,20539917
190,2014-07-03,'000333,19.56,19.77,19.15,19.19,18693234
191,2014-07-04,'000333,19.56,19.65,19.32,19.53,11167221
192,2014-07-07,'000333,19.22,19.56,19.1,19.56,12343791
193,2014-07-08,'000333,19.37,19.39,18.87,19.22,14699808
194,2014-07-09,'000333,18.99,19.31,18.85,19.3,11777864
195,2014-07-10,'000333,18.85,19.07,18.83,18.93,9179462
196,2014-07-11,'000333,19.0,19.06,18.66,18.81,13970186
197,2014-07-14,'000333,19.11,19.13,18.7,18.99,13777834
198,2014-07-15,'000333,19.3,19.6,19.18,19.31,17368896
199,2014-07-16,'000333,19.02,19.36,18.91,19.36,10351296
200,2014-07-17,'000333,19.01,19.15,18.9,19.02,7502005
201,2014-07-18,'000333,19.26,19.3,18.8,18.9,13017917
202,2014-07-21,'000333,19.22,19.48,19.16,19.21,10922202
203,2014-07-22,'000333,19.31,19.56,19.13,19.14,14758162
204,2014-07-23,'000333,19.36,19.48,19.13,19.31,12177776
205,2014-07-24,'000333,20.1,20.15,19.35,19.36,33685363
206,2014-07-25,'000333,20.2,20.35,19.91,20.15,20875503
207,2014-07-28,'000333,21.03,21.1,20.25,20.35,29942430
208,2014-07-29,'000333,20.91,21.44,20.8,21.1,23137218
209,2014-07-30,'000333,20.76,21.19,20.64,20.86,16730802
210,2014-07-31,'000333,21.38,21.4,20.68,20.76,17369542
211,2014-08-01,'000333,21.46,22.0,21.21,21.31,20773805
212,2014-08-04,'000333,21.93,21.95,21.46,21.46,17023942
213,2014-08-05,'000333,21.75,22.18,21.61,21.92,20265131
214,2014-08-06,'000333,21.3,21.64,21.08,21.62,22883444
215,2014-08-07,'000333,20.92,21.5,20.86,21.29,24027691
216,2014-08-08,'000333,21.21,21.3,20.9,20.9,14042749
217,2014-08-11,'000333,21.3,21.37,21.08,21.2,14215701
218,2014-08-12,'000333,21.0,21.26,20.92,21.26,20833584
219,2014-08-13,'000333,21.08,21.2,20.92,20.96,14055961
220,2014-08-14,'000333,21.04,21.26,20.87,21.1,12292236
221,2014-08-15,'000333,21.15,21.22,20.95,21.05,12492294
222,2014-08-18,'000333,21.53,21.61,21.22,21.22,15187348
223,2014-08-19,'000333,21.9,22.29,21.8,21.99,29747331
224,2014-08-20,'000333,21.92,22.03,21.66,21.92,15353391
225,2014-08-21,'000333,21.85,21.88,21.48,21.84,17737408
226,2014-08-22,'000333,22.66,22.8,21.78,21.85,28246001
227,2014-08-25,'000333,22.38,22.74,22.3,22.7,14404026
228,2014-08-26,'000333,21.9,22.34,21.69,22.3,17533485
229,2014-08-27,'000333,22.11,22.21,21.83,21.89,10147588
230,2014-08-28,'000333,21.8,22.15,21.76,22.12,12905541
231,2014-08-29,'000333,22.0,22.1,21.78,21.82,6834499
232,2014-09-01,'000333,22.22,22.3,21.81,21.99,10760479
233,2014-09-02,'000333,22.36,22.44,22.15,22.26,18414539
234,2014-09-03,'000333,22.31,22.54,22.16,22.38,21104512
235,2014-09-04,'000333,22.03,22.26,21.92,22.25,29144131
236,2014-09-05,'000333,22.25,22.26,22.0,22.04,20898472
237,2014-09-09,'000333,21.97,22.32,21.9,22.26,17677094
238,2014-09-10,'000333,21.58,21.9,21.53,21.9,24581210
239,2014-09-11,'000333,21.45,21.88,21.38,21.58,26731446
240,2014-09-12,'000333,21.59,21.63,21.38,21.42,13222471
241,2014-09-15,'000333,21.05,21.44,20.78,21.44,32137879
242,2014-09-16,'000333,20.74,21.16,20.73,21.0,20126228
243,2014-09-17,'000333,20.9,20.99,20.7,20.99,11769439
244,2014-09-18,'000333,20.98,21.19,20.72,20.8,16288029
245,2014-09-19,'000333,20.81,21.02,20.41,21.0,17639032
246,2014-09-22,'000333,20.25,20.75,20.21,20.75,24076496
247,2014-09-23,'000333,20.4,20.45,20.11,20.2,15866232
248,2014-09-24,'000333,20.7,20.75,20.25,20.4,21678315
249,2014-09-25,'000333,20.77,21.05,20.71,20.76,19178809
250,2014-09-26,'000333,20.54,20.73,20.41,20.7,13260025
251,2014-09-29,'000333,19.81,20.44,19.71,20.38,58352873
252,2014-09-30,'000333,19.89,19.95,19.72,19.82,20026996
253,2014-10-08,'000333,20.29,20.29,19.91,19.94,24190755
254,2014-10-09,'000333,20.23,20.47,20.13,20.33,18472230
255,2014-10-10,'000333,20.05,20.26,20.01,20.15,17755804
256,2014-10-13,'000333,19.92,19.97,19.6,19.95,18133261
257,2014-10-14,'000333,19.87,19.96,19.75,19.87,13716955
258,2014-10-15,'000333,20.12,20.18,19.82,19.83,19314527
259,2014-10-16,'000333,20.24,20.43,19.91,20.0,27265863
260,2014-10-17,'000333,20.41,20.5,20.07,20.3,24324812
261,2014-10-20,'000333,20.44,20.77,20.33,20.56,18254209
262,2014-10-21,'000333,20.16,20.52,20.14,20.4,14236804
263,2014-10-22,'000333,20.41,20.5,20.11,20.16,15204845
264,2014-10-23,'000333,20.29,20.67,20.23,20.42,18539980
265,2014-10-24,'000333,20.01,20.35,19.7,20.35,21758729
266,2014-10-27,'000333,19.56,19.85,19.4,19.85,17452485
267,2014-10-28,'000333,19.85,19.88,19.59,19.6,14295847
268,2014-10-29,'000333,20.44,20.5,19.77,19.95,28175976
269,2014-10-30,'000333,20.14,20.54,20.09,20.46,22421591
270,2014-10-31,'000333,20.9,20.96,20.15,20.15,50759890
271,2014-11-03,'000333,20.82,21.05,20.76,20.9,25264040
272,2014-11-04,'000333,20.65,20.81,20.46,20.81,22041243
273,2014-11-05,'000333,20.59,20.94,20.52,20.6,16282627
274,2014-11-06,'000333,20.23,20.74,20.08,20.6,28249464
275,2014-11-07,'000333,20.71,20.71,20.18,20.25,40603869
276,2014-11-10,'000333,21.7,21.72,20.61,20.81,55412709
277,2014-11-11,'000333,21.85,21.99,21.33,21.76,60022711
278,2014-11-12,'000333,22.21,22.48,21.61,21.86,35115726
279,2014-11-13,'000333,22.27,22.46,21.7,22.2,37529036
280,2014-11-14,'000333,22.15,22.45,21.99,22.15,26676138
281,2014-11-17,'000333,21.99,22.38,21.76,22.14,30596965
282,2014-11-18,'000333,21.41,21.97,21.24,21.86,23480725
283,2014-11-19,'000333,21.4,21.54,21.23,21.33,11780515
284,2014-11-20,'000333,21.35,21.38,21.13,21.3,11055839
285,2014-11-21,'000333,21.8,21.98,21.25,21.3,15963612
286,2014-11-24,'000333,22.12,22.53,21.88,22.5,33626687
287,2014-11-25,'000333,22.28,22.3,21.82,22.12,27006818
288,2014-11-26,'000333,22.4,22.5,22.0,22.29,30689736
289,2014-11-27,'000333,22.25,22.55,22.1,22.41,32629918
290,2014-11-28,'000333,22.11,22.27,21.66,22.2,31871006
291,2014-12-01,'000333,23.35,23.86,22.06,22.1,60456065
292,2014-12-02,'000333,24.53,24.84,23.06,23.33,58727638
293,2014-12-03,'000333,25.2,26.54,24.31,24.83,81694968
294,2014-12-04,'000333,25.65,26.07,24.73,25.57,45637574
295,2014-12-05,'000333,24.7,26.0,24.1,25.95,59345292
296,2014-12-08,'000333,0.0,0.0,0.0,0.0,0
297,2014-12-09,'000333,0.0,0.0,0.0,0.0,0
298,2014-12-10,'000333,0.0,0.0,0.0,0.0,0
299,2014-12-11,'000333,0.0,0.0,0.0,0.0,0
300,2014-12-12,'000333,0.0,0.0,0.0,0.0,0
301,2014-12-15,'000333,26.18,27.17,25.9,27.17,136735990
302,2014-12-16,'000333,25.86,26.48,25.51,26.3,54345660
303,2014-12-17,'000333,25.47,25.85,25.02,25.78,45381095
304,2014-12-18,'000333,27.9,28.0,25.4,25.47,79474729
305,2014-12-19,'000333,27.63,28.38,27.32,27.89,49447512
306,2014-12-22,'000333,27.85,28.39,26.73,27.39,48149718
307,2014-12-23,'000333,28.35,30.0,27.3,27.68,68282305
308,2014-12-24,'000333,27.66,28.73,27.47,28.46,41371957
309,2014-12-25,'000333,27.68,28.55,27.0,27.75,39073180
310,2014-12-26,'000333,28.33,28.69,27.12,27.8,42035900
311,2014-12-29,'000333,27.64,29.3,27.3,28.4,41842144
312,2014-12-30,'000333,26.84,27.72,26.51,27.7,40508324
313,2014-12-31,'000333,27.44,27.5,26.7,26.84,34814204
314,2015-01-05,'000333,29.88,30.1,27.88,27.88,97408991
315,2015-01-06,'000333,31.71,32.49,29.46,29.86,87127770
316,2015-01-07,'000333,31.65,32.33,30.92,31.72,36827428
317,2015-01-08,'000333,32.1,32.76,30.9,31.46,53117488
318,2015-01-09,'000333,31.11,32.8,31.09,31.97,43316849
319,2015-01-12,'000333,32.02,32.65,30.5,31.08,43823471
320,2015-01-13,'000333,33.2,33.48,31.51,32.01,45576502
321,2015-01-14,'000333,31.88,33.4,31.4,33.39,36526991
322,2015-01-15,'000333,32.05,32.45,31.05,31.85,30902757
323,2015-01-16,'000333,31.48,32.05,31.15,32.0,37834397
324,2015-01-19,'000333,29.47,31.0,28.33,30.0,61883378
325,2015-01-20,'000333,30.5,30.87,29.48,29.51,44534828
326,2015-01-21,'000333,31.18,31.42,30.09,30.56,38473000
327,2015-01-22,'000333,30.86,31.38,30.5,31.19,26107290
328,2015-01-23,'000333,30.5,31.28,30.31,30.89,26872719
329,2015-01-26,'000333,30.8,31.09,30.54,30.8,24519211
330,2015-01-27,'000333,30.85,31.3,30.25,31.02,35751833
331,2015-01-28,'000333,30.38,30.81,30.06,30.45,22639316
332,2015-01-29,'000333,29.9,30.3,29.6,29.63,23934492
333,2015-01-30,'000333,30.03,30.9,29.95,29.96,26077875
334,2015-02-02,'000333,28.89,29.94,28.88,29.5,23259089
335,2015-02-03,'000333,29.37,29.5,29.0,29.46,17933455
336,2015-02-04,'000333,29.31,30.27,29.3,29.76,20930397
337,2015-02-05,'000333,29.0,30.49,29.0,30.0,29547882
338,2015-02-06,'000333,29.11,29.73,28.51,29.01,15643109
339,2015-02-09,'000333,29.56,29.99,29.01,29.18,18004002
340,2015-02-10,'000333,30.45,30.58,29.7,29.9,23668571
341,2015-02-11,'000333,30.37,30.8,30.22,30.8,16115712
342,2015-02-12,'000333,30.39,30.76,30.16,30.5,13467539
343,2015-02-13,'000333,30.33,30.76,30.14,30.51,22937091
344,2015-02-16,'000333,30.18,30.5,30.0,30.44,19525981
345,2015-02-17,'000333,31.59,31.84,30.1,30.3,38347961
346,2015-02-25,'000333,31.79,32.35,31.3,31.9,36733475
347,2015-02-26,'000333,31.75,31.79,31.12,31.66,18684346
348,2015-02-27,'000333,31.46,31.98,31.19,31.7,19939362
349,2015-03-02,'000333,31.46,31.83,31.14,31.54,26377669
350,2015-03-03,'000333,30.34,31.52,30.3,31.17,28407783
351,2015-03-04,'000333,30.8,31.14,30.15,30.3,24591449
352,2015-03-05,'000333,29.7,30.49,29.5,30.2,34709544
353,2015-03-06,'000333,29.42,29.95,29.2,29.75,21417572
354,2015-03-09,'000333,29.98,30.0,28.8,29.0,25717020
355,2015-03-10,'000333,29.81,30.33,29.66,29.85,18973677
356,2015-03-11,'000333,30.97,30.97,29.81,29.82,32050462
357,2015-03-12,'000333,30.68,31.38,30.66,31.32,20273051
358,2015-03-13,'000333,31.0,31.5,30.6,30.69,19703512
359,2015-03-16,'000333,31.5,31.6,30.7,31.2,24284228
360,2015-03-17,'000333,31.47,31.78,31.2,31.75,29110958
361,2015-03-18,'000333,31.99,32.0,31.32,31.7,37977215
362,2015-03-19,'000333,32.0,32.68,31.69,32.18,34273180
363,2015-03-20,'000333,31.51,32.3,31.46,31.86,31521775
364,2015-03-23,'000333,32.21,32.57,31.6,31.81,31957728
365,2015-03-24,'000333,32.09,32.78,31.53,32.61,39188921
366,2015-03-25,'000333,31.54,31.83,31.4,31.6,28349878
367,2015-03-26,'000333,0.0,0.0,0.0,0.0,0
368,2015-03-27,'000333,0.0,0.0,0.0,0.0,0
369,2015-03-30,'000333,0.0,0.0,0.0,0.0,0
370,2015-03-31,'000333,32.95,34.69,32.51,34.69,75600452
371,2015-04-01,'000333,34.18,34.5,32.7,32.99,47880133
372,2015-04-02,'000333,34.24,34.68,33.43,34.57,40829397
373,2015-04-03,'000333,33.88,34.13,33.45,34.13,36814454
374,2015-04-07,'000333,34.15,34.89,33.72,34.31,48914359
375,2015-04-08,'000333,33.91,34.28,33.31,34.25,37363989
376,2015-04-09,'000333,32.88,33.95,32.53,33.91,40755073
377,2015-04-10,'000333,33.52,33.6,32.42,32.42,35420757
378,2015-04-13,'000333,33.0,34.25,32.8,33.7,72082948
379,2015-04-14,'000333,33.21,33.45,32.64,32.98,42832251
380,2015-04-15,'000333,32.03,33.15,32.03,33.15,41864167
381,2015-04-16,'000333,33.4,33.4,31.86,32.03,42619132
382,2015-04-17,'000333,35.78,36.5,33.68,34.15,78378234
383,2015-04-20,'000333,35.1,36.49,34.63,35.7,57472197
384,2015-04-21,'000333,37.0,37.15,35.18,35.49,57130309
385,2015-04-22,'000333,37.01,38.88,37.0,37.7,55425353
386,2015-04-23,'000333,36.53,37.49,36.17,37.05,36886226
387,2015-04-24,'000333,36.2,36.97,35.8,36.25,33808178
388,2015-04-27,'000333,36.58,37.44,36.16,36.6,33569165
389,2015-04-28,'000333,37.37,38.88,36.75,37.48,81213187
390,2015-04-29,'000333,37.45,38.37,37.27,37.82,46196056
391,2015-04-30,'000333,36.97,37.66,36.0,36.28,54409365
392,2015-05-04,'000333,36.08,36.96,35.9,36.95,37443021
393,2015-05-05,'000333,34.09,35.98,33.87,35.9,41778503
394,2015-05-06,'000333,34.13,34.93,33.91,34.8,35435003
395,2015-05-07,'000333,34.88,35.13,33.72,34.0,28520621
396,2015-05-08,'000333,35.2,35.86,34.75,35.5,34991257
397,2015-05-11,'000333,35.65,35.65,34.58,35.1,40356486
398,2015-05-12,'000333,35.46,36.18,35.1,35.7,32285610
399,2015-05-13,'000333,35.9,36.5,35.2,35.55,38728922
400,2015-05-14,'000333,35.41,36.15,35.25,35.77,23474537
401,2015-05-15,'000333,34.2,35.29,33.96,35.25,26969868
402,2015-05-18,'000333,33.21,34.0,33.13,34.0,30773506
403,2015-05-19,'000333,34.83,35.0,33.3,33.33,35521083
404,2015-05-20,'000333,35.84,36.56,35.22,35.6,48865405
405,2015-05-21,'000333,38.1,38.48,36.48,36.48,49851521
406,2015-05-22,'000333,38.12,38.55,37.02,38.3,35661092
407,2015-05-25,'000333,38.58,38.84,37.5,38.15,37949597
408,2015-05-26,'000333,40.58,41.49,38.56,38.58,49675847
409,2015-05-27,'000333,39.63,41.07,39.39,40.6,33975049
410,2015-05-28,'000333,36.84,40.0,36.8,39.63,39237335
411,2015-05-29,'000333,37.0,37.5,35.3,36.85,42695899
412,2015-06-01,'000333,38.4,38.5,36.98,37.11,34768076
413,2015-06-02,'000333,38.44,38.6,37.4,38.41,36818747
414,2015-06-03,'000333,39.1,39.6,38.34,38.45,41423504
415,2015-06-04,'000333,38.03,39.0,35.24,39.0,36413101
416,2015-06-05,'000333,37.68,38.98,36.95,38.26,45745356
417,2015-06-08,'000333,39.37,39.48,37.2,37.72,63114809
418,2015-06-09,'000333,38.62,39.82,38.2,39.4,41610362
419,2015-06-10,'000333,38.77,39.38,37.8,38.11,33060813
420,2015-06-11,'000333,38.08,39.26,37.71,38.77,30427905
421,2015-06-12,'000333,37.87,38.69,37.55,38.08,36525158
422,2015-06-15,'000333,36.51,38.08,36.36,37.93,43517491
423,2015-06-16,'000333,36.45,37.14,35.73,36.57,33203355
